-0.506875,0.365051,-0.697913,-1.30871,1.10218,2.6225,0.197258,-0.664287,1.0445,-1.53424,-2.07993,-0.771136,2.40818,-0.669222
-0.447319,0.370679,-0.677567,-1.32724,1.05479,2.57634,0.210802,-0.734912,1.02355,-1.4828,-2.04531,-0.692911,2.36722,-0.59849
-0.387764,0.376308,-0.657221,-1.34576,1.0074,2.53017,0.224347,-0.805536,1.0026,-1.43135,-2.0107,-0.614686,2.32626,-0.527759
-0.328208,0.381936,-0.636876,-1.36429,0.960007,2.48401,0.237892,-0.87616,0.981642,-1.3799,-1.97608,-0.53646,2.2853,-0.457027
-0.268653,0.387564,-0.61653,-1.38282,0.912616,2.43785,0.251437,-0.946785,0.960689,-1.32845,-1.94147,-0.458235,2.24435,-0.386295
-0.209097,0.393193,-0.596185,-1.40134,0.865225,2.39168,0.264981,-1.01741,0.939735,-1.27701,-1.90686,-0.380009,2.20339,-0.315564
-0.149542,0.398821,-0.575839,-1.41987,0.817834,2.34552,0.278526,-1.08803,0.918782,-1.22556,-1.87224,-0.301784,2.16243,-0.244832
-0.0899866,0.40445,-0.555493,-1.4384,0.770443,2.29936,0.292071,-1.15866,0.897828,-1.17411,-1.83763,-0.223559,2.12147,-0.1741
-0.0304311,0.410078,-0.535148,-1.45693,0.723052,2.25319,0.305616,-1.22928,0.876875,-1.12266,-1.80301,-0.145333,2.08051,-0.103369
0.0291243,0.415707,-0.514802,-1.47545,0.675661,2.20703,0.319161,-1.29991,0.855921,-1.07121,-1.7684,-0.0671079,2.03955,-0.0326369
0.0886798,0.421335,-0.494456,-1.49398,0.62827,2.16087,0.332705,-1.37053,0.834967,-1.01977,-1.73378,0.0111174,1.9986,0.0380948
0.148235,0.426964,-0.474111,-1.51251,0.580879,2.11471,0.34625,-1.44116,0.814014,-0.968318,-1.69917,0.0893428,1.95764,0.108826
0.207791,0.432592,-0.453765,-1.53103,0.533488,2.06854,0.359795,-1.51178,0.79306,-0.91687,-1.66455,0.167568,1.91668,0.179558
0.267346,0.438221,-0.433419,-1.54956,0.486098,2.02238,0.37334,-1.5824,0.772107,-0.865423,-1.62994,0.245794,1.87572,0.25029
0.326902,0.443849,-0.413074,-1.56809,0.438707,1.97622,0.386885,-1.65303,0.751153,-0.813975,-1.59533,0.324019,1.83476,0.321021
0.386457,0.449477,-0.392728,-1.58661,0.391316,1.93005,0.400429,-1.72365,0.7302,-0.762527,-1.56071,0.402244,1.7938,0.391753
0.458714,0.454565,-0.367273,-1.60884,0.336096,1.87671,0.415358,-1.80304,0.705166,-0.702106,-1.52059,0.495204,1.7465,0.474794
0.530971,0.459652,-0.341819,-1.63108,0.280877,1.82337,0.430286,-1.88244,0.680133,-0.641685,-1.48047,0.588163,1.6992,0.557835
0.603229,0.464739,-0.316364,-1.65331,0.225658,1.77003,0.445215,-1.96183,0.6551,-0.581263,-1.44036,0.681122,1.6519,0.640877
0.675486,0.469826,-0.290909,-1.67554,0.170439,1.71668,0.460143,-2.04122,0.630067,-0.520842,-1.40024,0.774081,1.6046,0.723918
0.747743,0.474913,-0.265455,-1.69777,0.115219,1.66334,0.475072,-2.12061,0.605033,-0.460421,-1.36012,0.867041,1.5573,0.806959
0.82,0.48,-0.24,-1.72,0.06,1.61,0.49,-2.2,0.58,-0.4,-1.32,0.96,1.51,0.89
